Country,Year,Total Agri Production,GDP(1000 USD),GDP per capita,Country_Code,No of frost days,Precipitation,Avg temperature,"Gross enrolment ratio, primary to tertiary, both sexes (%)","Gross enrolment ratio, primary to tertiary, female (%)","Gross enrolment ratio, primary to tertiary, male (%)",Area,Population,Fertilizer Use Per Capita,Credit to Agriculture,FDI inflows to Agriculture,Agriculture share of Government Expenditure,Water Use Efficiency,Gini coefficient,Agri_Prod_Per_Capita
Bahrain,2019.0,139118.0,38653457.45,25869.206184,BHR,0.0,9.53,26.97,91.18761,96.78734,86.19143,9.1,1494188.0,1.16,,,0.18,0.63,,93.10608839048366
Bangladesh,2005.0,22837277.0,57628097.48,408.96344,BGD,0.0,180.71,25.57,52.92644,53.61986,52.26016,9311.0,140912590.0,11.1,,2320000.0,5.39,0.56,0.3320129205904341,162.06697357560458
Bangladesh,2006.0,25253004.0,69971619.88,490.585384,BGD,0.0,158.91,25.75,53.54057,54.28557,52.82434,9280.0,142628831.0,10.67,,1260000.0,5.21,0.56,0.3320129205904341,177.05399268118518
Bangladesh,2007.0,30200441.0,81280474.31,563.91541,BGD,0.0,230.1,25.23,53.70194,54.56142,52.87388,9266.0,144135934.0,9.999999999999998,,7330000.0,5.79,0.56,0.3320129205904341,209.52749367829398
Bangladesh,2008.0,36858457.0,95017385.94,653.393789,BGD,0.0,185.55,25.39,52.46742,53.53889,51.43204,9253.0,145421318.0,10.73,,14430000.0,8.81,0.56,0.3320129205904341,253.45979191303985
Bangladesh,2009.0,36344329.0,107811750.3,734.878976,BGD,0.0,174.0,25.91,55.60995,56.09863,55.13787,9246.0,146706810.0,10.03,,11790000.0,8.95,0.57,0.3320129205904341,247.73443714030728
Bangladesh,2017.0,71706054.0,288958017.6,1785.962903,BGD,0.0,222.58,25.53,68.21775,70.39711,66.1265,9561.33,161793964.0,14.57,,35170000.0,7.38,0.74,0.3320129205904341,443.193628657247
Bangladesh,2018.0,57547853.0,316205585.0,1931.80559,BGD,0.0,160.22,25.3,70.46452,72.55071,68.46331,9627.3,163683958.0,15.120000000000001,,18950000.0,7.0,0.78,0.3320129205904341,351.57906555509857
Barbados,1999.0,172260.0,3058799.903,11578.907154,BRB,0.0,86.1,26.39,87.90813,91.92742,83.99252,18.0,264170.0,11.36,33350000.0,,,0.64,,652.0800999356476
Barbados,2000.0,155551.0,3152105.872,11910.154925,BRB,0.0,84.9,26.15,88.06611,93.36203,82.90525,18.0,264657.0,11.34,33350000.0,,,0.64,,587.7456481408011
Barbados,2001.0,152776.0,3147208.3189999997,11859.386153,BRB,0.0,81.64,26.25,87.63894,92.60003,82.80132,18.0,265377.0,11.3,27309500.0,,,0.64,,575.694201079973
Barbados,2007.0,151630.0,4674010.0,17219.058075,BRB,0.0,88.28,26.58,95.33178,102.41365,88.39003,16.0,271444.0,6.3999999999999995,24373000.0,,,0.64,,558.6050898159473
Barbados,2009.0,129179.0,4465660.0,16310.470395,BRB,0.0,79.38,26.52,99.13559,108.51184,89.97954,16.0,273791.0,3.6500000000000004,22572500.0,,,0.66,,471.81609329744225
Barbados,2010.0,121369.0,4529928.5,16489.79655,BRB,0.0,121.82,27.05,96.90983,105.52742,88.51869,15.0,274711.0,5.9,12434000.0,,,0.59,,441.8061162458001
Barbados,2011.0,114967.0,4657699.5,16907.209441,BRB,0.0,132.06,26.59,95.69402,104.60564,87.04824,14.0,275486.0,3.8400000000000003,11290500.0,,,0.56,,417.3242923415346
Belarus,1994.0,15373603.0,15666312.43,1495.534291,BLR,10.99,62.96,6.8,79.06944,,,9346.0,10475395.0,51.55,,,7.89,0.09,0.2876173084753302,1467.591723271533
Belarus,1995.0,9085747.0,14323710.86,1369.157626,BLR,11.69,58.45,7.05,79.67067,,,9339.0,10461696.0,49.989999999999995,,,7.89,0.09,0.2876173084753302,868.4774438102579
Belarus,1996.0,8772524.0,14990947.76,1436.40173,BLR,11.68,55.22,5.66,81.71588,,,9333.0,10436459.0,74.44999999999999,,,7.89,0.09,0.2869668715130792,840.5651763687282
Belarus,1997.0,7630739.0,14574579.170000002,1401.277345,BLR,12.12,64.88,6.37,82.00165,,,9306.0,10400924.0,82.2,,,7.89,0.09,0.2863164345508283,733.659721001711
Belarus,2010.0,17747361.0,57231905.89,5881.142189,BLR,10.5,66.15,7.06,97.51612,102.63905,92.6738,8898.0,9731427.0,153.82,,,7.89,0.09,0.2856659975885773,1823.716192907782
Belarus,2011.0,14611013.0,61762342.550000004,6362.672653,BLR,10.59,53.21,7.63,99.43793,104.5947,94.56853,8875.0,9706981.0,173.09,,,8.4,0.09,0.2715255170539885,1505.2067166918323
Belarus,2012.0,14538917.0,65685908.73,6776.109917,BLR,10.27,70.5,6.9,101.15821,106.21685,96.37635,8796.0,9693749.0,154.59,,,6.8,0.08,0.2652619902105469,1499.8239587181388
Belarus,2013.0,16035406.0,75527534.44,7793.464734,BLR,10.18,60.01,7.62,100.57047,105.32316,96.07517,8726.4,9691137.0,147.06,,,2.79,0.05,0.2657505248326819,1654.6465084540646
Belarus,2014.0,18190152.0,78813050.52999999,8130.304574,BLR,9.81,52.38,7.84,99.81799,104.10265,95.76442,8632.3,9693739.0,125.71000000000001,,,6.04,0.05,0.2717666682882778,1876.484605166283
Belarus,2015.0,11436607.0,56454777.260000005,5819.714748,BLR,8.83,49.41,8.68,99.40877,103.30078,95.72674,8581.9,9700609.0,113.65,,,5.71,0.05,0.2563322626514249,1178.9576303920712
Belarus,2016.0,9859620.0,47723549.32,4915.843488,BLR,10.79,66.07,7.76,99.34849,102.5493,96.32091,8540.2,9708110.0,85.84,,,5.97,0.06,0.2530661617188906,1015.606539274895
Belarus,2017.0,12272408.0,54725418.81,5637.218565,BLR,9.4,71.01,7.72,99.3515,101.79356,97.04029,8502.0,9707876.0,84.03999999999999,,,4.98,0.07,0.2544457003919788,1264.1702469211598
Belarus,2018.0,11593363.0,60031035.900000006,6191.591741,BLR,10.45,53.52,8.0,98.37755,100.0723,96.7738,8460.0,9695574.0,92.00999999999999,,,4.54,0.09,0.2524052540652808,1195.737663391564
Belgium,2002.0,10040352.0,257169518.0,24833.936487,BEL,2.7,84.63,10.71,111.10589,115.91076,106.52531,1389.1,10355568.0,26.209999999999997,,-425491573.0,0.18,0.39,0.2814394845169312,969.5607232746673
Belgium,2003.0,12543551.0,317369476.90000004,30508.815329,BEL,4.8,60.26,10.55,112.05495,116.31898,107.98403,1392.2,10402550.0,27.240000000000002,,-425491573.0,0.18,0.39,0.2814394845169312,1205.815016510375
Belgium,2004.0,12310951.0,368553016.3,35247.443666,BEL,4.7,70.49,10.04,110.0657,114.48593,105.84017,1391.3,10456163.0,27.09,,-1209389531.0,0.2,0.61,0.3054150296364575,1177.3870587136025
Belgium,2005.0,13031413.0,385561359.0,36660.850579,BEL,4.24,65.57,10.4,112.0835,117.42246,106.97398,1383.0,10516978.0,26.65,,-972491668.0,0.19,0.66,0.2933732909515497,1239.0834135052864
Belgium,2006.0,14501877.0,407897182.5,38542.771054,BEL,4.9,75.44,10.74,113.42767,119.02966,108.06169,1380.0,10582975.0,25.93,,6272416.0,0.18,0.95,0.2805449638673234,1370.302490556767
Belgium,2007.0,15708087.0,470300114.59999996,44144.311088,BEL,2.49,82.07,10.79,113.51159,119.42114,107.83812,1366.9,10653697.0,26.38,,1866291.0,0.18,1.2,0.2923797441243262,1474.4259199412186
Belgium,2008.0,15328668.0,515242610.0,48033.583624,BEL,3.7,78.2,10.14,113.75249,120.00361,107.74228,1365.3,10726716.0,17.66,,-2539834.0,0.18,0.91,0.2837401139633489,1429.0177907199184
Belgium,2009.0,14007874.0,481316935.5,44560.788062,BEL,4.27,72.01,10.25,113.94321,120.26199,107.86341,1363.6,10801356.0,21.93,,-6945959.0,0.12,0.71,0.2855135024075317,1296.8625420734213
Belgium,2010.0,14125746.0,480951629.5,44213.455857,BEL,6.72,75.66,9.0,114.42114,120.62296,108.45348,1355.7,10877947.0,24.91,,-3431171.0,0.12,0.78,0.2837519115298118,1298.567275608164
Belgium,2011.0,15608755.0,522645519.2,47705.164241,BEL,2.72,65.81,10.92,114.82561,121.12605,108.76669,1335.7,10955743.0,23.93,,83617.0,0.09,0.77,0.2806069560163895,1424.7098530880105
Belgium,2012.0,15100919.0,496181260.3,44980.056937,BEL,3.25,82.37,10.02,115.33553,121.8081,109.10769,1332.0,11031139.0,23.92,,3598405.0,0.1,1.07,0.274910949312405,1368.935610366255
Belgium,2013.0,17325701.0,521642714.4,46981.053793,BEL,5.34,72.16,9.52,116.54969,123.47489,109.88476,1336.5,11103257.0,23.62,,7113193.0,0.11,0.94,0.2766920123064992,1560.4161013295468
Belgium,2014.0,14199768.0,534678075.8,47838.536913,BEL,1.26,77.46,11.27,117.43882,124.07735,111.05153,1331.3,11176723.0,22.22,,10627981.0,0.12,1.08,0.2813414586994207,1270.476865177745
Belgium,2015.0,11418738.0,462149679.3,41086.169114,BEL,3.06,68.92,10.66,118.03144,124.85328,111.47484,1328.0,11248303.0,22.52,,-13314102.0,0.16,1.26,0.2772946253185987,1015.152063382361
Belgium,2016.0,11906753.0,475739588.8,42038.215346,BEL,3.83,76.75,10.36,117.60128,123.93564,111.52502,1350.8,11316836.0,20.650000000000002,,11.0,0.16,1.35,0.2758098191723335,1052.1273790660216
Belgium,2017.0,12201650.0,502764720.6,44162.256259,BEL,3.34,71.9,10.73,118.17177,124.68705,111.94098,1327.0,11384489.0,19.8,,11.0,0.16,1.44,0.2738796778815082,1071.7784522432232
Belgium,2018.0,14118964.0,543299067.0,47455.52332,BEL,3.37,64.58,11.24,116.94479,123.59357,110.60937,1354.0,11448595.0,19.810000000000002,,12.0,0.15,1.12,0.2721441373976798,1233.2486213373782
Belize,2001.0,288099.0,1163224.445,4688.530613,BLZ,0.0,125.04,25.12,73.0729,73.60283,72.55192,149.0,248100.0,18.95,2265000.0,1550077.0,1.8,0.12,,1161.2212817412333
Belize,2003.0,309427.0,1298094.2789999999,4917.061035,BLZ,0.0,117.25,25.66,76.62755,77.77968,75.49602,152.0,263998.0,101.39,43874500.0,1550077.0,1.79,0.16,,1172.0808490973416
Belize,2004.0,331398.0,1389709.5420000001,5106.823047,BLZ,0.0,119.2,25.59,78.64021,79.1024,78.18646,152.0,272128.0,20.23,48085000.0,650211.0,1.8,0.17,,1217.8019167450611
Belize,2005.0,318439.0,1461541.5869999998,5212.80994,BLZ,0.0,131.48,25.93,75.63886,75.95958,75.32391,152.0,280375.0,20.23,47938500.0,1000000.0,1.81,0.16,,1135.7610343290237
Belize,2006.0,355570.0,1580978.9009999998,5475.649834,BLZ,0.0,155.54,25.44,78.38957,79.7611,77.04185,152.0,288729.0,21.64,53240500.0,11588207.0,1.77,0.16,,1231.5008191071906
Belize,2007.0,431364.0,1696115.392,5707.501664,BLZ,0.0,137.54,25.63,78.04242,79.83833,76.27075,152.0,297173.0,14.34,60376000.0,7350000.0,1.78,0.15,,1451.5585197847718
Belize,2008.0,373440.0,1729093.4749999999,5656.714163,BLZ,0.0,141.34,25.35,77.56323,79.05323,76.0882,152.0,305671.0,11.4,67897500.0,9587644.0,1.83,0.15,,1221.7056901047206
Belize,2009.0,376384.0,1680692.645,5349.611024,BLZ,0.0,114.51,25.94,75.90432,77.25035,74.56813,155.0,314171.0,28.22,67043000.00000001,1536611.0,1.87,0.15,,1198.0227328429423
Belize,2010.0,410025.0,1738678.81,5397.846703,BLZ,0.0,137.36,25.7,75.55519,76.8971,74.22079,157.0,322106.0,13.510000000000002,66218999.99999999,651020.0,1.72,0.16,,1272.9505193942368
Belize,2011.0,415416.0,1819538.339,5521.482618,BLZ,0.0,137.01,25.81,75.01871,76.25543,73.78857,157.0,329538.0,53.419999999999995,67040000.00000001,4088746.0000000005,1.45,0.16,,1260.6012053238169
Belize,2012.0,546535.0,1903233.226,5646.587767,BLZ,0.0,136.69,25.68,76.99236,78.16634,75.826,160.0,337059.0,32.42,62374500.0,74285157.0,2.38,0.19,,1621.481699049721
Belize,2013.0,542411.0,2029565.2829999998,5888.122833,BLZ,0.0,166.35,25.86,76.46208,77.61135,75.32261,160.0,344688.0,88.05000000000001,76265500.0,10257518.0,2.04,0.19,,1573.6289049807363
Belize,2014.0,582302.0,2137962.642,6067.982579,BLZ,0.0,147.64,25.7,75.69862,76.89815,74.51228,160.0,352335.0,82.85,100450000.0,50769.0,0.99,0.2,,1652.6941689017553
Belize,2015.0,591452.0,2210422.67,6142.26395,BLZ,0.0,138.82,26.22,75.83095,76.60528,75.06692,170.0,359871.0,93.53,101473500.0,50769.0,1.2,0.2,,1643.511147049915
Belize,2016.0,601920.0,2258430.073,6148.516587,BLZ,0.0,132.51,26.06,78.55155,79.22261,77.8907,170.0,367313.0,99.01,101419500.0,50769.0,1.22,0.17,,1638.7113987253379
Belize,2017.0,702134.0,2286221.5439999998,6101.585949,BLZ,0.0,144.1,25.93,76.85081,78.08867,75.63441,172.0,374693.0,80.09,120220500.0,50769.0,1.43,0.17,,1873.8914257805723
Belize,2018.0,659306.0,2315030.002,6059.241079,BLZ,0.0,129.7,25.7,76.51441,77.62291,75.42665,172.0,382066.0,98.91000000000001,85643000.0,50769.0,1.37,0.15,,1725.6337910203997
Belize,2019.0,651894.0,2416650.736,6210.952945,BLZ,0.0,97.04,26.5,76.4176,77.69854,75.16168,174.0,389095.0,106.35,95830500.0,50769.0,1.21,0.14,,1675.4108893714904
Benin,1999.0,556329.0,3676045.829,541.503666,BEN,0.0,109.06,27.24,40.96349,30.80094,51.02751,3110.0,6788589.0,8.35,7783967.0,,,0.08,0.3857819910305444,81.9506085874399
Benin,2000.0,476904.0,3511248.329,501.748612,BEN,0.0,85.52,27.32,42.53993,32.55191,52.41744,3195.0,6998023.0,5.03,7783967.0,,,0.08,0.3857819910305444,68.14838990955018
Benin,2001.0,433878.0,3663017.3329999996,507.90301,BEN,0.0,79.67,27.45,46.6548,36.10521,57.07069,3265.0,7212041.0,4.31,8494779.0,,,0.09,0.3857819910305444,60.16022371475703
Benin,2002.0,544455.0,4174635.1530000004,561.727267,BEN,0.0,100.04,27.33,49.75603,39.0044,60.35604,3365.0,7431783.0,5.62,11394741.0,,,0.09,0.3857819910305444,73.26034681044912
Benin,2003.0,656511.0,5337266.451,696.843127,BEN,0.0,90.88,27.51,51.82119,41.02068,62.4522,3467.0,7659208.0,0.27,15041286.0,,,0.11,0.3857819910305444,85.7152593322965
Benin,2004.0,784854.0,6179176.612000001,782.713832,BEN,0.0,77.65,27.44,54.04736,43.59784,64.3169,3467.0,7894554.0,0.02,14596293.0,,,0.14,0.4019870175407085,99.41714250102032
Benin,2005.0,819423.0,6565042.8780000005,805.584162,BEN,0.0,79.12,27.75,55.1922,45.71123,64.49849,3484.0,8149419.0,0.15000000000000002,15980112.0,,,0.17,0.4181920440508726,100.54986741999645
Benin,2011.0,12273149.0,10679326.97,1097.975503,BEN,0.0,70.35,27.86,70.15297,61.26313,78.85472,3650.0,9726380.0,1.13,51374742.0,,,0.28,0.4343970705610367,1261.8414045102083
Benin,2013.0,10412350.0,12514287.69,1213.950476,BEN,0.0,79.27,27.7,75.69095,67.42988,83.76759,3950.0,10308730.0,1.3099999999999998,34375756.0,,,0.33,0.4487844274483879,1010.0516746485746
Benin,2014.0,14297689.0,13266857.63,1249.840095,BEN,0.0,94.22,27.7,76.0684,68.2779,83.67868,3950.0,10614844.0,2.05,36977037.0,,,0.38,0.4631717843357392,1346.9523433410798
Benin,2015.0,9884861.0,11379544.64,1040.864402,BEN,0.0,84.69,27.8,77.5872,70.49141,84.51347,3950.0,10932783.0,0.04,58362975.0,,,0.51,0.4775591412230904,904.1486508970314
Benin,2016.0,9785609.0,11821065.850000001,1049.820303,BEN,0.0,96.8,28.05,76.82474,70.65604,82.84229,3950.0,11260085.0,2.48,40060370.0,,,0.56,0.4775591412230904,869.0528535086547
Bhutan,2005.0,625182.0,796938.571,1201.433647,BTN,8.25,231.47,9.61,53.2337,52.32489,54.09453,593.0,663323.0,1.9000000000000001,5206352.0,1234056.0,10.97,0.2,0.3809077219456558,942.5001092981851
Bhutan,2006.0,671721.0,874989.734,1299.631248,BTN,7.73,206.81,9.97,55.57057,54.85731,56.24558,577.0,673260.0,1.7099999999999997,5259672.0,1234056.0,11.94,0.2,0.3809077219456558,997.7141074770519
Bhutan,2007.0,663817.0,1168307.576,1714.031073,BTN,8.23,279.09,9.92,57.2335,56.7594,57.68306,563.0,681614.0,1.8,7415015.0,1234056.0,11.5,0.2,0.3809077219456558,973.8899142329823
Bhutan,2008.0,600969.0,1227809.259,1780.112215,BTN,8.21,280.43,9.71,59.35119,59.19137,59.50324,521.3,689737.0,1.6900000000000002,12030750.0,1234056.0,9.83,0.2,0.38234483166910455,871.3016700568478
Bhutan,2009.0,552847.0,1234015.533,1768.746518,BTN,7.4,270.38,10.21,62.09045,62.64492,61.56121,520.0,697678.0,3.43,13595628.0,1234056.0,11.18,0.21,0.38378194139255334,792.4099656288431
Bhutan,2010.0,753920.0,1547981.484,2194.112513,BTN,7.45,325.68,10.31,64.64808,65.43841,63.89292,520.0,705516.0,1.43,10764161.0,1234056.0,10.99,0.22,0.3852190511160021,1068.607940854637
Bhutan,2011.0,1011596.0,1777100.67,2491.270771,BTN,8.51,259.5,9.64,66.92083,67.81549,66.06571,519.6,713331.0,1.82,14088139.0,1234056.0,13.55,0.23,0.38665616083945087,1418.129872387433
Bhutan,2012.0,1025424.0,1781277.015,2470.06776,BTN,9.15,284.79,9.49,68.85206,69.88726,67.86387,519.6,721145.0,1.49,20886186.0,465144.0,14.13,0.23,0.3880932705628996,1421.9387224483287
Bhutan,2013.0,804850.0,1756207.129,2409.430145,BTN,8.34,232.42,9.86,68.20944,69.46193,67.01553,519.6,728889.0,1.67,26297895.0,1627142.0,13.61,0.24,0.3880932705628996,1104.2147706989679
Bhutan,2018.0,807762.0,2446867.538,3210.707756,BTN,8.25,258.47,9.84,71.11161,73.64489,68.71955,513.0,762096.0,2.63,82365023.0,1627142.0,10.86,0.36,0.3880932705628996,1059.9215846822447
Botswana,1991.0,247880.0,3867409.9080000003,2801.285476,BWA,0.11,45.22,21.35,70.12406,71.08943,69.11633,25901.0,1380584.0,0.65,5880259.0,,4.12,0.02,0.6079065038065183,179.54720610987815
Botswana,1993.0,144163.0,4082613.65,2791.985055,BWA,0.07,37.61,22.23,69.70734,70.03725,69.36605,25951.0,1462262.0,0.68,5880259.0,,4.12,0.02,0.6079065038065183,98.58903534387134
Botswana,1994.0,142848.0,4259258.811,2832.812881,BWA,0.5,29.55,21.67,69.17197,69.05606,69.29135,25996.0,1503544.0,0.6700000000000002,5880259.0,,4.12,0.02,0.6079065038065183,95.00752887843656
Botswana,1995.0,210847.0,4730599.691000001,3064.586353,BWA,0.1,34.88,22.75,69.87646,70.06894,69.68046,25946.0,1543634.0,1.48,5880259.0,,4.12,0.02,0.6079065038065183,136.59131633534892
Botswana,1998.0,82018.0,4790481.509000001,2893.328745,BWA,0.08,35.06,22.42,74.00874,73.95611,74.06205,25831.0,1655699.0,2.56,5880259.0,,4.12,0.02,0.6079065038065183,49.53678174595745
Botswana,1999.0,84355.0,5484263.05,3242.13716,BWA,0.01,33.9,22.21,75.17791,74.96871,75.38944,25841.0,1691558.0,2.72,5880259.0,,4.12,0.02,0.6079065038065183,49.868227988635326
Botswana,2000.0,93219.0,5788311.645,3351.686115,BWA,0.06,57.0,20.94,76.06188,75.80481,76.32139,25951.0,1726985.0,2.66,5880259.0,,4.12,0.02,0.6079065038065183,53.97788631632585
Botswana,2001.0,71768.0,5489649.947,3115.702637,BWA,0.1,46.35,21.67,76.3723,76.06008,76.68679,25801.0,1761930.0,2.61,8696904.0,,4.12,0.02,0.6079065038065183,40.73260572213425
Brazil,2002.0,75719576.0,509795183.29999995,2824.714912,BRA,0.01,142.66,25.2,90.68355,92.0345,89.3496,228530.9,180476685.0,42.59,,-3750000.0,1.8,0.28,0.581136431266806,419.5532292716924
Brazil,2003.0,100044283.0,558233595.4,3056.648975,BRA,0.01,142.18,24.98,86.67815,88.88095,84.53745,228634.6,182629278.0,48.760000000000005,,-5280000.0,1.88,0.33,0.5756279188014931,547.7998056806642
Brazil,2004.0,114400421.0,669289249.1,3623.22351,BRA,0.01,150.4,24.85,86.1015,87.95758,84.28977,228738.3,184722043.0,59.42,,-1200000.0,1.81,0.34,0.5647875163959137,619.3111506459464
Brazil,2005.0,127114003.0,891634030.6,4773.269572,BRA,0.0,147.7,25.17,85.6693,87.66075,83.73164,228842.0,186797334.0,45.11,,-9340000.0,1.94,0.29,0.5631629623740795,680.4915267152581
Brazil,2007.0,206163488.0,1397114279.0,7323.190506,BRA,0.01,139.22,25.14,83.70964,86.07757,81.4297,229671.8,190779453.0,60.53,,415935000.0,1.9,0.3,0.549277443332388,1080.6377980337327
Brazil,2008.0,271993572.0,1695855343.0,8801.759222,BRA,0.01,158.06,24.79,86.69952,89.41463,84.09277,230392.6,192672317.0,55.89,,608449047.0,1.6,0.3,0.5404328002326653,1411.6899419442805
Brazil,2009.0,247318415.0,1666996117.0,8569.900894,BRA,0.01,163.48,25.01,86.9796,89.81088,84.25074,231113.4,194517549.0,38.76,,198215000.0,1.77,0.28,0.5368723364252355,1271.4452565922472
Brazil,2011.0,405271681.0,2616156607.0,13200.558168,BRA,0.02,158.55,24.9,88.41424,90.92137,85.97131,232555.0,198185302.0,66.0,,685733993.0,1.31,0.32,0.5294759256736237,2044.912901765036
Brunei Darussalam,2002.0,79286.0,6474732.994,18634.309247,BRN,0.0,170.74,26.18,74.53967,73.66498,75.40834,13.0,347463.0,1.9300000000000002,,,,6.32,,228.18544708357436
Brunei Darussalam,2003.0,78900.0,7265920.303,20522.589792,BRN,0.0,203.05,26.05,75.97336,75.79472,76.14886,13.0,354045.0,0.5800000000000001,,,,7.27,,222.85302715756472
Brunei Darussalam,2004.0,82475.0,8722767.582,24198.921886,BRN,0.0,190.76,25.95,77.44809,77.40279,77.49227,13.0,360461.0,0.8400000000000001,,,,6.74,,228.80422569986766
Brunei Darussalam,2005.0,67022.0,10561292.51,28799.571632,BRN,0.0,193.65,26.05,78.1132,78.12516,78.10157,13.0,366717.0,1.69,,,,5.69,,182.76218446376907
Brunei Darussalam,2006.0,92928.0,12709854.520000001,34092.225811,BRN,0.0,220.36,25.97,78.29394,78.3462,78.24334,12.3,372808.0,0.35,,,,4.43,,249.26503723096073
Brunei Darussalam,2007.0,106894.0,13570654.03,35830.298853,BRN,0.0,294.11,26.0,77.76395,78.11878,77.42424,12.4,378748.0,2.9899999999999998,,,,4.33,,282.22987316104644
Brunei Darussalam,2008.0,119409.0,15948702.09,41471.734752,BRN,0.0,313.86,25.84,77.24009,78.19389,76.33608,12.4,384568.0,0.8800000000000001,,,,3.92,,310.50165380374864
Brunei Darussalam,2009.0,119783.0,11892307.479999999,30468.799188,BRN,0.0,230.81,26.32,77.76939,78.95813,76.65198,13.4,390311.0,1.05,,,,5.5,,306.89117139921757
Brunei Darussalam,2010.0,134154.0,13707116.27,34609.297922,BRN,0.0,302.17,26.29,77.12591,78.74891,75.60976,13.4,396053.0,4.359999999999999,,,,4.72,,338.7273925459471
Brunei Darussalam,2011.0,167263.0,18524790.77,46138.266352,BRN,0.0,271.02,26.1,78.20938,79.81029,76.72162,13.4,401506.0,1.1800000000000002,,,,3.82,,416.5890422559065
Brunei Darussalam,2012.0,184487.0,19048443.09,46844.196722,BRN,0.0,256.82,26.2,81.65655,84.05113,79.43626,13.4,406634.0,1.1199999999999999,,,,4.41,,453.6930015689785
Brunei Darussalam,2013.0,195923.0,18094152.880000003,43949.63561,BRN,0.0,252.48,26.28,82.01929,85.04098,79.22182,13.4,411702.0,0.54,,,,4.51,,475.88547055880224
Brunei Darussalam,2014.0,215379.0,17097795.709999997,41035.760219,BRN,0.0,256.09,26.06,82.14546,85.17544,79.34235,13.4,416656.0,1.7000000000000002,,,,5.54,,516.9228332245306
Brunei Darussalam,2015.0,180843.0,12930298.31,30681.450157,BRN,0.0,243.21,26.34,80.74622,83.67389,78.03762,13.4,421437.0,1.69,,,,7.06,,429.1104008428306
Brunei Darussalam,2016.0,175211.0,11400266.879999999,26761.566783,BRN,0.0,226.88,26.75,80.39656,83.44853,77.57334,13.4,425994.0,1.66,,,,7.51,,411.29922017680997
Brunei Darussalam,2017.0,169893.0,12128166.61,28186.946541,BRN,0.0,282.37,26.44,79.61833,82.7665,76.70247,13.4,430276.0,1.6400000000000001,,,,6.87,,394.8465636010375
Brunei Darussalam,2018.0,184613.0,13566912.770000001,31240.444443,BRN,0.0,254.27,26.51,78.5153,81.43418,75.80919,13.4,434274.0,1.6300000000000001,,,,6.44,,425.10719039131976
Brunei Darussalam,2019.0,171222.0,13469249.84,30748.342282,BRN,0.0,223.76,26.71,77.03825,80.17936,74.12295,13.4,438048.0,1.61,,,,6.48,,390.87497260574185
Bulgaria,1998.0,4118644.0,15031030.61,1825.277942,BGR,8.01,68.78,11.0,78.10821,81.10652,75.25875,5645.0,8234927.0,20.52,,8744502.0,1.86,0.06,0.3268216141978437,500.14335281903533
Bulgaria,1999.0,3146051.0,13637076.5,1670.739231,BGR,6.62,67.99,11.68,78.85372,81.6299,76.21627,5679.0,8162301.0,15.030000000000001,,2343849.0,1.86,0.06,0.3268216141978437,385.4367781830148
Bulgaria,2000.0,3269823.0,13245999.690000001,1635.774901,BGR,6.91,39.51,11.79,78.80309,80.79593,76.91101,5582.0,8097691.0,18.7,,1440378.5,1.86,0.06,0.3268216141978437,403.79695891087965
